"","text","country","source"
"737","happy canada day to all the canadians worldwi!#canadaday #canadaday2019 #canadaproud #canadadaywithluv #canada #canadians #ohcanada ///vpsln3efda","","Twitter Web Client"
"738","happy canada day! 152 and you still dont look that old! #canadaday #happycanadaday #ohcanada #ohcanada @ regina, saskatchewan ///et4flvz9db","Canada","Instagram"
"739","happy #canadaday! celebrate with us tonight with jansom + @combobeats at 9pm, $5 cover  #canadaproud #ohcanada #canada152 #yyj ///kasowyhag6","","Twitter Web Client"
"740","happy canada day!  #canadaday #ohcanada","","Twitter for iPhone"
"741","happy canada day!!!    #canadaday2019 #truorth #canada #ohcanada #birthdayparty @ ottawa, ontario ///dduyhfoewp","","Instagram"
"742","happy canada day!#ocanada #ohcanada #canadaday #wearethorth #truorth #strong&;free #canadasoccer #canmnt #canwnt #canpara #canfutsal #oakvillefutsalclub #eddyberdusco #oakville #oakvillesoccer #oakvillesports ///hknbyolldq","","Instagram"
"743","happy canada day eh !canada celebrates 152nd birthday !#canadaday #fteducanada #canadaproud @wearecanproud @vancity #canada #canadaday #explorecanada #explorebc #canadian @gorvingcanada #rvlife #rvliving #canada #canada152 #july1st #ohcanada #advture #explore #explorewithus ///9mdwhjoyfj","Canada","Twitter Web Client"
"744","canada eh! #canadaday @vancityreynolds #snowbirds#fteducanada #canadaproud @wearecanproud @vancity #canada #canadaday #explorecanada #explorebc #canadian @gorvingcanada #rvlife #rvliving #canada #canada152 #celebration #july1st #ohcanada #history ///irqnqrxif3","Canada","Twitter Web Client"
"745","happy canada day eh !canada celebrates 152nd birthday#canadaday @vancityreynolds #snowbirds#fteducanada #canadaproud @wearecanproud @vancity #canada #canadaday #explorecanada #explorebc @gorvingcanada #rvlife #rvliving #payitforward #canada #canada152 #july1st #ohcanada ///9lluhm7tam","","TweetDeck"
"746","wishing you a happy canada day #canadaday2019 #ohcanada #canada ///fupp4hlnvo","","Hootsuite Inc."
"747","#canada #canadaday #banff #vietnam #comedy #ugh #funny #funnymemes #ohcanada #skeletonsintheclosest #sandiego #sandiegocomedy #comic #dnaevince ///dodj1atqo2","United States","Twitter for iPhone"
"748","bullwinkle sandwiches are a canada  day tradition in this house! this years rdition featured fresh eggs from our chicks, turkey, and cheese! #canadaday #ohcanada #moosehead #bullwinkle #sandwich #moose #sandwiches #todayslunch ///icymhweqch ///ftx05yly8m","","IFTTT"
"749","had an absolute bst this morning celebrating #canadaday @ottawahuntclub 9 holes of golf &; a licious bbq lunch!    #golf #ottawagolf #instagolf #bbq #redandwhite #ottawahuntclub #ohcanada #traditions ///uuqy33zzvd","Canada","Instagram"
"750","happy #canadaday!  celebrate at the strath with four parties + $5 cover to the whole building the party starts at 6pm at @rooftop_yyj  #canada152 #ohcanada #yyj ///ulwksnxlzf","","Twitter Web Client"
"751","happy #canadaday to our fearless lear, kathy! what would we do without you, eh  #greatdayhouston #ohcanada ///oal2woft8o","United States","Twitter Web Client"
"752","happy canada day!  ///majomwzhjy #canadaday #ohcanada #canada ///tqu0n5vgbc","","Twitter for iPhone"
"753","@vancityreynolds happy birthday to our faithful neighbor happy #canadaday bear with us till we al with our "" temporary"" glitch as a nation i love you, we all do thank you for your patice if you care to #followback please do #moindaymotivation ///aukpbstgcp #ohcanada","","Twitter Web Client"
"754","happy canada day to all my canadian frids! #bmecanada #ohcanada","","Twitter for iPhone"
"755","happy birthday, canada!  #canadaday #ohcanada #canada152","","Twitter Web Client"
"756","startline shots at the @runcanadaday - so much fun for the #1k #5k and #10k runners #runcanadaday #ohcanada #canadaday2019 at @wesbrookvilge  ///9ak6ebboqd","","Twitter for Android"
"757","congratutions to todays @runcanadaday finishers! youre all chions in our books visit ///gxyrxrjqnm for your official results #runcanadaday #ohcanada #canadaday2019  ///42hcso0pr9","","Twitter for Android"
"758","happy #canadaday to our neighbors from the north! #ohcanada # @ baton rouge, louisiana ///8d6mrrdinf","United States","Instagram"
"759","summers greetings from atop the canadian rockies!  didnt see any pikas or marmots, but hey, theres still time! happy canada day!#ohcanada #canadaday #alwaysgo #lifeofadvture #darlingescapes #getlostclub #girlswhotravel #mytinyats # ///ffvnsllqra ///lu6ushahi6","","IFTTT"
"760","happy canada day everyone! no other pce in the world i would rather live! #canadian #ohcanada ///qy8lngvccq","","Instagram"
"761","happy canada day! #truorth #wethorth #ohcanada ///ggrviljfdn","","Twitter for iPad"
"762","happy canada day from our home to yours! #ohcanada #canada #strongandfree ///bmzy2b5vvk","","Buffer"
"763","happy canada day from the edge of the country#wethorth #ohcanada #canadaday #redandwhite #mapleleaf #beaver @ victoria, british columbia ///irn3sgwv9j","Canada","Instagram"
"764","happy canada day!!! proud to live in the greatest country on earth  #ohcanada #wethenorth #wetheftons #mynorth #cwahonickman #cottagecountry #muskoka #lakejoseph #canadaday #oldnavycanada #watermelons ///krgbz6v9pt","","Instagram"
"765","happy #canadaday!  five years abroad and im grateful to still be able to call such a beautiful country home #canadaproud #ohcanada","","Twitter for iPhone"
"766","#canadaday #canadaproud #canadaday2019 #ohcanada ///z7asbyyiwd","","Twitter Web Client"
"767","canada day routine #ohcanada  #bluejays ///kuq4dslxta","","Twitter for Android"
"768","to all my fellow canucks - happy canada day!  #home #canadaday #canada #ohcanada #eh #love #pontine #coffeecrisp #swisschalet #thorth #diversity #inclusion #multicultural #celebrate ///5ymxbyekwb","","Instagram"
"769"," so much to celebrate in this beautiful country of ours! happy #canadaday!  #ohcanada #yeg ///iiiwskamoh","","Buffer"
"770","happy canada day!  #canadaday #ohcanada #canadaproud ///qcvu9obtl4","","Twitter Web Client"
"771","happy canada day fellow canadians!!! #canadaday #canadaproud #canada152 #ohcanada ///ifh9rt262n","","Twitter Web Client"
"772","glorious and free! happy canada  day! #ohcanada #july1 #hellojuly #truorth #gloriousandfree #toronto #canada #mapleleaf @ toronto, ontario ///uvx3ywrmq3","","Instagram"
"773","should i op this #annabelle #ohcanada #toronto #canadaday ///n3f0aqiehx @ cineplex cinemas yonge-dundas and vip ///ya0s0laemc","","Instagram"
"774","have a beautiful long weekd canada! canada  #summer #longweekd #toronto #canadaday #ohcanada #truorth #downtown #ontario #longweekds @ toronto, ontario ///omefufd8lh","","Instagram"
"775","beautiful afternoon by the lake #habourfrontctre #sugarbeach #beautifulday #keontario #toronto #cntower #beavertails #thesix #ontario #canadaday #ohcanada #truorth #canadadaylongweekd @ toronto, ontario ///jczomndwif","","Instagram"
"776","beautiful afternoon by the lake #habourfrontctre #keontario #toronto #cntower #beavertails #thesix #ontario #canadaday #ohcanada #truorth #canadadaylongweekd @ harbourfront ctre ///li71te4r7n","","Instagram"
"777","beautiful afternoon by the lake -redpath tallships festival #habourfrontctre #tallships #redpathtallships #keontario #toronto #cntower #beavertails #thesix #ontario #canadaday #ohcanada #truorth ///lppsohujhq","","Instagram"
"778","true north strong and free #truorthstrongandfree #ohcanada #canadaday #torontoishome #toronto #baystreet #cntower #kingstreet #tdtower #scotiatower @ financial district, toronto ///yp0bjtudrr","","Instagram"
"779","yes i canada ! #yeswecanada #icanada #theworldneedsmorecanada #canadaday #toystory4 #dukecaboom #ohcanada #strongandfree #truorth @ toronto canada ///c80rsseff8","","Instagram"
"780","oh canada  happy birthday  canada! #ohcanada #thankyoucanada #theworldneedsmorecanada #toronto #torontoishome #ontario #oldtoronto #canadaday #truorth #strongandfree @ toronto, ontario ///enqhoozezv","","Instagram"
"781","did you know hello trivias favourite game trivial pursuit was invted in canada have a true north strong and free day!  see you july 9 #yegtrivia #ohcanada #whyteave #yegevts #yegger #exploreedmonton #yegdrinks #yegdatight ///uoa3dgjnmh","","Twitter Web Client"
"782","#ohcanada #ohluongo ///8nbax9eyos","","Twitter Web Client"
"783","happy canada day, darlings!  #ohcanada","","Twitter for Android"
"784","#repost cbcout of office sorry, we are currtly away from our sks at the momt, celebrating this awesome country we live in!  #canadaday #canadaday2019 #ohcanada ///xpenqr5onw","","Instagram"
"785","happy canada day to all my canadian frids! #ohcanada #canadaday ///en6meewcq3","","Instagram"
"786","happy canada day to everyone! #ohcanada #happycanadaday #starwars @ hammonds pins, nova scotia ///lyljayemrx","Canada","Instagram"
"787","wishing everyone a very happy canada day #canadaday #canada #happycanadaday #ontario #hamont #hamontpri #canadian #eh #ohcanada #love #ancaster #ancastermoms #905 #happy #tajmahalspicesncheese @ ancaster, ontario ///kjiu5qehvr","Canada","Instagram"
"788","bonne fetes du canada! we are op#canadaday #canada #montreal #thali #thalimtl #therealthali #1409stmarc #butterchick #pouletaubeurre #ohcanada #quebec #op #ouvert @ 1409 st marc, montreal ///4gt1cfmmbs","Canada","Instagram"
"789","bonne fetes du canada! nous sommes ouvert#ouvert #op #noussommesouverts #thali #thalimtl #therealthali #1409stmarc #butterchick #pouletaubeurre #canadaday #worldcup #ohcanada @ thali cuisine indine ///goqw2jxjau","Canada","Instagram"
"790","bonne fete du canada! nous sommes ouverts#canadaday #canada #montreal #mtl #longweekd #feteducanada #ohcanada #ouvert #noussommesouverts #thali #thalimtl #therealthali #1409stmarc #butterchick ///eok2m9l4kj","Canada","Instagram"
"791","happy canada day from our staff to you celebrate this day for our freedom to have fun, watch awesome fireworks, and just to be us! this is the best country; lets see your canada pri! #localsecurity #welivehere #homesecurity #pticton #ohcanada #canadianpri ///ftvf6hkucf","","HubSpot"
"792","happy canada day! canada! #ohcanada #canadianfg #canada #proudtobecanadian #greatpcetolive #marciarothfieldphotography ///tgqh4gxy0b","","Instagram"
"793","happy canada day! theres never a better time to get acquainted with ed bickert, the quintesstial canadian jazz guitarist #edbickert #canadaday #ohcanada #torontojazz ///fbkm87cszu","","HubSpot"
"794","happy canada day from the long mangalji team! #canadaday #ohcanada #canadaproud ","","Hootsuite Inc."
"795","happy canada day!  hope you are all having an amazing weekd, joying the great weather and all the beauty this country has to offer from coast to coast to coast#canadaday #canadaday2019 #truenorthstrongandfree #ohcanada ///nm611asjjk","","Twitter Web Client"
"796","a nombre  @lev_mejia y un servidor, les seamos un feliz da  canad  happy canada day to everybody on behalf of @lev_mejia and myself#happycanadaday2019 #canadaday #canadadaylongweekd #ohcanada #feteducanada #maincanada #nationaldayofcanada #alberta #canada152  ///pfqxbsazoq","","Twitter for iPhone"
"797","canada day para reserve mines  - ///szu25nbo5e #ohcanada #themapleleafforever","","Twitter Web Client"
"798"," happy canada day!!  #ohcanada #canadaday #the6ix ///z1g6kj611k","","Buffer"
"799","happy canada day!fun canadian fact canada has more kes than the rest of the world combined who is spding some time kesi this canada day#happycanadaday2019 #happycanadaday #canada #wethorth #ohcanada #feteducanada #ketime #kesi #partfish ///00e6wrlvax","","Hootsuite Inc."
"800","happy canada day!fun canadian fact in 1875, canadian, grace annie lockhart graduated from mount allison university as the first woman to receive a gree in any british empire #empoweredwom #happycanadaday2019 #happycanadaday #canada #wethorth #ohcanada #feteducanada ///d0iq86wwwe","","Hootsuite Inc."
"801","happy canada day!fun canadian fact large parts of canada (particurly around the hudsons bay region) have less gravity than the rest of the earth!#nogravity #happycanadaday2019 #happycanadaday #canada #wethorth #ohcanada #feteducanada ///rzu3m881hc","","Hootsuite Inc."
"802","oh canada! what is your favorite thing about our true north strong and free commt and share#leducphysio #leduc #leduccounty #cityofleduc #canadaday2019 #happybirthdaycanada #canuck #ohcanada #mapleeverything #rcmp #6monthsofwinter #thankyou #eh ///5epr84u29o","","Hootsuite Inc."
"803","things to do celebrate canada check ter the dna angel project draw check #dna #ohcanada #yeg #houndonthehunt  ///qv2wfde8xh ///caqnadznct","","SmarterQueue"
"804","happy canada day! || enjoy the day with frids and family as we celebrate our great country || how are you celebrating canada day post your pics below #lovelivelife #ohcanada ///ciwflt6qab","","Hootsuite Inc."
"805","#rosarock #proudcanadian #namastecanada #canadianrocker #ohcanada #canadaday #firstofjuly #wethorth ///5shqnpc2dj","","Instagram"
"806","obvs @danjlevy gets a mtion!  #ohcanada ///lmygmgtwkt","","Twitter for iPhone"
"807","may your smiles be big today as you celebrate our country! happy canada day!#canadaday #canada #ohcanada #yyz #toronto #july1 #proudcanadian #canadian #maincanada #explorecanada #longweekd #cing ///y29ir0uaiu","","Hootsuite Inc."
